Protein,MinEnergy,Duration (seconds)
"1EC2.pdbqt_result.txt","-8.5","195.051594"
"1EC3.pdbqt_result.txt","-8.2","190.6173363"
"1F7A.pdbqt_result.txt","-8.4","157.7254793"
"1FB7.pdbqt_result.txt","-8.5","143.9870918"
"1FEJ.pdbqt_result.txt","-8.6","138.8996385"
"1FF0.pdbqt_result.txt","-8.6","147.6533007"
"1FFF.pdbqt_result.txt","-7.9","157.110801"
"1FFI.pdbqt_result.txt","-8.2","148.2930568"
"1FG6.pdbqt_result.txt","-8.5","146.8085607"
"1FG8.pdbqt_result.txt","-8.7","147.3601247"
"1FGC.pdbqt_result.txt","-8.3","150.946875"
"1FLJ.pdbqt_result.txt","-8.8","149.5486651"
"1FLT.pdbqt_result.txt","-7","210.7125773"
"1FQX.pdbqt_result.txt","-7.9","166.3487197"
"1G2K.pdbqt_result.txt","-8.2","165.6482505"
"1G35.pdbqt_result.txt","-8.3","166.617141"
"1G6L.pdbqt_result.txt","-9.9","161.7789382"
"1GNM.pdbqt_result.txt","-8.3","147.4070253"
"1GNN.pdbqt_result.txt","-8","180.5525013"
"1GNO.pdbqt_result.txt","-8.2","189.1440835"
"1H4O.pdbqt_result.txt","-7.7","319.2827211"
"1HBV.pdbqt_result.txt","-8.2","183.6637213"
"1HD2.pdbqt_result.txt","-7.5","212.6628768"
"1HEF.pdbqt_result.txt","-7.9","182.559595"
"1HEG.pdbqt_result.txt","-8.4","172.61875"
"1HHP.pdbqt_result.txt","-8.4","201.1957038"
"1HIH.pdbqt_result.txt","-8.1","187.7930014"
"1HII.pdbqt_result.txt","-8.3","193.7415037"
"1HIV.pdbqt_result.txt","-9.2","170.8223442"
"1HL5.pdbqt_result.txt","-7.6","257.5519649"
"1HOS.pdbqt_result.txt","-8.2","143.390625"
"1HPO.pdbqt_result.txt","-7.9","145.9500405"
"1HPS.pdbqt_result.txt","-8.9","142.4765625"
"1HPV.pdbqt_result.txt","-8.7","140.9708224"
"1HPX.pdbqt_result.txt","-7.9","143.5096063"
"1HSG.pdbqt_result.txt","-8.2","141.9582578"
"1HSH.pdbqt_result.txt","-8.1","212.4241264"
"1HSI.pdbqt_result.txt","-8.6","144.545152"
"1HTE.pdbqt_result.txt","-8.2","141.828125"
"1HTF.pdbqt_result.txt","-8.1","138.837327"
"1HTG.pdbqt_result.txt","-8.1","146.9649681"
"1HVC.pdbqt_result.txt","-10.2","137.1324117"
"1HVH.pdbqt_result.txt","-11.1","126.1109375"
"1HVI.pdbqt_result.txt","-8.1","136.2"
"1HVJ.pdbqt_result.txt","-7.9","140.7353044"
"1HVK.pdbqt_result.txt","-8.7","135.922094"
"1HVL.pdbqt_result.txt","-8.7","138.8055716"
"1HVR.pdbqt_result.txt","-8.2","140.03593"
"1HVS.pdbqt_result.txt","-8","141.2875"
"1HWR.pdbqt_result.txt","-8.2","137.0199378"
"1HXB.pdbqt_result.txt","-8.4","142.9044315"
"1HXW.pdbqt_result.txt","-8","147.2067152"
"1IDA.pdbqt_result.txt","-8.4","138.7625"
"1IDB.pdbqt_result.txt","-8.1","138.15"
"1IIQ.pdbqt_result.txt","-8.1","142.81553"
"1IVP.pdbqt_result.txt","-8.2","138.290557"
"1IVQ.pdbqt_result.txt","-9","139.313496"
"1IZH.pdbqt_result.txt","-7.8","146.2781026"
"1IZI.pdbqt_result.txt","-8.2","137.068715"
"1JLD.pdbqt_result.txt","-8.3","136.609375"
"1K1T.pdbqt_result.txt","-9.8","135.2359375"
"1K1U.pdbqt_result.txt","-8.4","140.6594865"
"1K2B.pdbqt_result.txt","-8.5","143.2938169"
"1K2C.pdbqt_result.txt","-8.5","144.4578125"
"1K4Q.pdbqt_result.txt","-10.3","149.7482191"
"1K6C.pdbqt_result.txt","-8.4","129.978125"
"1K6P.pdbqt_result.txt","-8.5","136.2969493"
"1K6T.pdbqt_result.txt","-8.6","133.8212099"
"1K6V.pdbqt_result.txt","-9.5","132.9607118"
"1KJ4.pdbqt_result.txt","-8.3","197.8959386"
"1KJ7.pdbqt_result.txt","-8.3","171.00625"
"1KJF.pdbqt_result.txt","-8","184.2176906"
"1KJG.pdbqt_result.txt","-8.5","197.5977677"
"1KJH.pdbqt_result.txt","-8.3","186.6848154"
"1KNC.pdbqt_result.txt","-7.7","250.9972505"
"1KZK.pdbqt_result.txt","-8.9","197.8898319"
"1LV1.pdbqt_result.txt","-9.4","194.7907588"
"1LZQ.pdbqt_result.txt","-8.7","186.7972097"
"1M0B.pdbqt_result.txt","-8.2","163.5991914"
"1MER.pdbqt_result.txt","-8.4","174.8105599"
"1MES.pdbqt_result.txt","-8.1","180.8104631"
"1MET.pdbqt_result.txt","-8.1","184.4762717"
"1MEU.pdbqt_result.txt","-8.3","180.9158197"
"1MJV.pdbqt_result.txt","-7.2","197.1367919"
"1MKG.pdbqt_result.txt","-7.3","276.4049288"
"1MKK.pdbqt_result.txt","-7.7","184.3867102"
"1MRW.pdbqt_result.txt","-8.1","180.6189732"
"1MRX.pdbqt_result.txt","-8.2","183.1250405"
"1MSM.pdbqt_result.txt","-8.4","179.9132049"
"1MSN.pdbqt_result.txt","-8.7","187.8378447"
"1MT7.pdbqt_result.txt","-8.7","193.3854962"
"1MT8.pdbqt_result.txt","-8.7","195.9615856"
"1MT9.pdbqt_result.txt","-8","192.7361359"
"1MTB.pdbqt_result.txt","-8.6","192.4507387"
"1MTR.pdbqt_result.txt","-8.5","191.9102537"
"1MUI.pdbqt_result.txt","-8.2","178.8726861"
"1N49.pdbqt_result.txt","-7.8","223.2171875"
"1N8J.pdbqt_result.txt","-7.6","325.0445813"
"1NH0.pdbqt_result.txt","-8.5","200.7601683"
"1NPA.pdbqt_result.txt","-8","196.8470728"
"1NPV.pdbqt_result.txt","-8","184.0917855"
"1NPW.pdbqt_result.txt","-8","171.7162445"
"1OC3.pdbqt_result.txt","-7.4","249.0682319"
"1ODW.pdbqt_result.txt","-8.3","160.494063"
"1ODX.pdbqt_result.txt","-7.8","144.015625"
"1ODY.pdbqt_result.txt","-8.3","140.2"
"1OHR.pdbqt_result.txt","-7.7","142.425"
"1PRO.pdbqt_result.txt","-7.8","139.609375"
"1PRX.pdbqt_result.txt","-7.6","174.6859375"
"1PZS.pdbqt_result.txt","-8","139.0281099"
"1QBR.pdbqt_result.txt","-8.7","137.4313958"
"1QBS.pdbqt_result.txt","-8.8","139.9261198"
"1QBT.pdbqt_result.txt","-8.2","138.1900556"
"1QBU.pdbqt_result.txt","-9.1","152.993563"
"1QMV.pdbqt_result.txt","-7","278.8170796"
"1QS4.pdbqt_result.txt","-7.4","244.0520474"
"1QSZ.pdbqt_result.txt","-8.3","179.62552"
"1QTY.pdbqt_result.txt","-6.5","284.8121219"
"1QXH.pdbqt_result.txt","-8.7","232.4096456"
"1REV.pdbqt_result.txt","-9.8","248.1342343"
"1RL8.pdbqt_result.txt","-8","149.3105943"
"1RPI.pdbqt_result.txt","-7.9","156.1280265"
"1RQ9.pdbqt_result.txt","-7.9","160.5252183"
"1RV6.pdbqt_result.txt","-6.6","210.5909066"
"1RV7.pdbqt_result.txt","-8.1","166.8232505"
"1SBG.pdbqt_result.txt","-8.1","148.5671567"
"1SDT.pdbqt_result.txt","-8.8","156.9562349"
"1SDU.pdbqt_result.txt","-9.1","151.5346723"
"1SDV.pdbqt_result.txt","-8.3","192.4234224"
"1SGU.pdbqt_result.txt","-8.1","196.7245634"
"1SH9.pdbqt_result.txt","-8.1","198.7692981"
"1SIV.pdbqt_result.txt","-8.3","197.0044822"
"1SP5.pdbqt_result.txt","-8.2","181.5556106"
"1T3R.pdbqt_result.txt","-9.1","161.7220161"
"1T7J.pdbqt_result.txt","-8.3","159.3576255"
"1T7K.pdbqt_result.txt","-8.3","162.7069602"
"1TCW.pdbqt_result.txt","-8.4","167.4630266"
"1TCX.pdbqt_result.txt","-7.5","170.9234375"
"1TSQ.pdbqt_result.txt","-7.9","170.08125"
"1TSU.pdbqt_result.txt","-7.7","168.5074228"
"1TVR.pdbqt_result.txt","-9.5","240.9942192"
"1TW7.pdbqt_result.txt","-7.9","176.9076412"
"1TZH.pdbqt_result.txt","-6.7","291.0212514"
"1TZI.pdbqt_result.txt","-8.4","295.5629819"
"1U8G.pdbqt_result.txt","-8.9","207.7437173"
"1UPJ.pdbqt_result.txt","-8.2","170.8799449"
"1URM.pdbqt_result.txt","-7.7","222.5185173"
"1UWB.pdbqt_result.txt","-9.1","297.5948818"
"1UXL.pdbqt_result.txt","-8","303.0621423"
"1UXM.pdbqt_result.txt","-7.4","260.4070014"
"1V04.pdbqt_result.txt","-9.4","154.7998555"
"1VIJ.pdbqt_result.txt","-8.1","148.0782504"
"1VIK.pdbqt_result.txt","-8.3","145.765625"
"1VKE.pdbqt_result.txt","-9.1","229.3004535"
"1VPF.pdbqt_result.txt","-6.7","222.6121103"
"1VPP.pdbqt_result.txt","-7.4","168.440625"
"1VR2.pdbqt_result.txt","-9","147.0984067"
"1W4V.pdbqt_result.txt","-7.3","233.4770009"
"1W5V.pdbqt_result.txt","-8.6","155.9581098"
"1W5W.pdbqt_result.txt","-9","157.3934021"
"1W5X.pdbqt_result.txt","-9.1","155.5812206"
"1W5Y.pdbqt_result.txt","-8.4","156.5424113"
"1W89.pdbqt_result.txt","-7.2","240.6951098"
"1WBK.pdbqt_result.txt","-8.3","156.0765625"
"1WBM.pdbqt_result.txt","-8.3","153.4077817"
"1WJA.pdbqt_result.txt","-7.6","147.4640625"
"1WJC.pdbqt_result.txt","-7.1","151.324813"
"1WJE.pdbqt_result.txt","-7.1","147.8376568"
"1WQ8.pdbqt_result.txt","-7.4","148.859375"
"1WQ9.pdbqt_result.txt","-6.7","173.3252816"
"1XIY.pdbqt_result.txt","-7.3","191.3782504"
"1XL2.pdbqt_result.txt","-8.6","153.4358759"
"1XL5.pdbqt_result.txt","-8.3","148.2643441"
"1Y6A.pdbqt_result.txt","-8.7","148.3355635"
"1Y6B.pdbqt_result.txt","-8.9","149.1906256"
"1YT9.pdbqt_result.txt","-8","149.9249692"
"1YTG.pdbqt_result.txt","-8.6","149.1595318"
"1YTH.pdbqt_result.txt","-8.6","147.1359375"
"1YWN.pdbqt_result.txt","-9.2","149.5354067"
"1Z8C.pdbqt_result.txt","-8.6","143.5064068"
"1ZBG.pdbqt_result.txt","-8.1","146.3720161"
"1ZJ7.pdbqt_result.txt","-8.7","143.0999692"
"1ZLF.pdbqt_result.txt","-8.4","143.8452503"
"1ZP8.pdbqt_result.txt","-8.1","146.1999849"
"1ZPA.pdbqt_result.txt","-8.2","145.040625"
"1ZPK.pdbqt_result.txt","-8.4","142.7249692"
"1ZSF.pdbqt_result.txt","-7.6","143.865625"
"1ZSR.pdbqt_result.txt","-8.2","143.8938754"
"1ZTZ.pdbqt_result.txt","-8.1","151.0875"
"1ZYE.pdbqt_result.txt","-7.7","267.0368966"
"2A1E.pdbqt_result.txt","-8.4","145.8869535"
"2A4F.pdbqt_result.txt","-8.7","148.8438597"
"2AAQ.pdbqt_result.txt","-9.9","160.0947658"
"2AID.pdbqt_result.txt","-7.8","147.2614565"
"2AOC.pdbqt_result.txt","-9","149.4169848"
"2AOD.pdbqt_result.txt","-8.6","152.6501411"
"2AOE.pdbqt_result.txt","-8.5","152.7640625"
"2AOF.pdbqt_result.txt","-8.6","152.4858753"
"2AOG.pdbqt_result.txt","-8.8","151.0297664"
"2AOH.pdbqt_result.txt","-8.7","154.4402661"
"2AOI.pdbqt_result.txt","-8.8","148.0171724"
"2AOJ.pdbqt_result.txt","-8.8","147.465625"
"2AQU.pdbqt_result.txt","-8.5","145.1860786"
"2AVM.pdbqt_result.txt","-9.7","154.98125"
"2AVO.pdbqt_result.txt","-10.1","152.54375"
"2AVQ.pdbqt_result.txt","-9.3","156.1109375"
"2AVS.pdbqt_result.txt","-9.6","147.8511879"
"2AVV.pdbqt_result.txt","-8.3","194.5142036"
"2AZ8.pdbqt_result.txt","-8.4","149.0263755"
"2AZ9.pdbqt_result.txt","-8.2","152.934375"
"2AZB.pdbqt_result.txt","-8","155.5895317"
"2AZC.pdbqt_result.txt","-8.9","149.4906099"
"2B60.pdbqt_result.txt","-8.5","141.5687035"
"2B7Z.pdbqt_result.txt","-8.2","141.2907818"
"2BB9.pdbqt_result.txt","-8","152.9530942"
"2BBB.pdbqt_result.txt","-8.3","148.4940316"
"2BMX.pdbqt_result.txt","-8.3","241.8620454"
"2BPV.pdbqt_result.txt","-8.1","146.2138755"
"2BPW.pdbqt_result.txt","-8.7","146.4984375"
"2BPX.pdbqt_result.txt","-8","145.890625"
"2BPY.pdbqt_result.txt","-8.3","149.9456098"
"2BPZ.pdbqt_result.txt","-8.3","151.0518441"
"2BQV.pdbqt_result.txt","-8.5","154.496688"
"2C0D.pdbqt_result.txt","-7.7","167.7747508"
"2C41.pdbqt_result.txt","-8.1","251.5036292"
"2C7W.pdbqt_result.txt","-7.1","156.7499692"
"2C9S.pdbqt_result.txt","-8.7","175.3435787"
"2C9U.pdbqt_result.txt","-7.6","187.5878636"
"2C9V.pdbqt_result.txt","-8.9","177.5251981"
"2CEJ.pdbqt_result.txt","-8.4","160.1123302"
"2CEM.pdbqt_result.txt","-8.4","151.7189998"
"2CEN.pdbqt_result.txt","-8.6","155.2218442"
"2CX3.pdbqt_result.txt","-8.1","227.784375"
"2CX4.pdbqt_result.txt","-7.8","254.7869072"
"2F3K.pdbqt_result.txt","-11.9","132.9546875"
"2F80.pdbqt_result.txt","-9","148.2154537"
"2F81.pdbqt_result.txt","-9.1","142.584375"
"2F8G.pdbqt_result.txt","-9","148.9910506"
"2FDD.pdbqt_result.txt","-8.5","138.2628312"
"2FDE.pdbqt_result.txt","-7.8","150.6074323"
"2FGU.pdbqt_result.txt","-8.1","84.2285285"
"2FGV.pdbqt_result.txt","-8.6","83.4768388"
"2FJG.pdbqt_result.txt","-6.9","145.0597196"
"2FJH.pdbqt_result.txt","-6.8","147.304127"
"2FLE.pdbqt_result.txt","-8.1","80.918058"
"2FNS.pdbqt_result.txt","-9.8","76.7497991"
"2FNT.pdbqt_result.txt","-9.4","79.3895468"
"2FXD.pdbqt_result.txt","-9.7","80.3019829"
"2FXE.pdbqt_result.txt","-8.8","81.9879291"
"2G69.pdbqt_result.txt","-8.6","87.9513222"
"2GMY.pdbqt_result.txt","-7.5","129.0247814"
"2GNN.pdbqt_result.txt","-7.1","114.1880745"
"2HB2.pdbqt_result.txt","-9.1","87.1986693"
"2HB3.pdbqt_result.txt","-9.3","79.7696456"
"2HB4.pdbqt_result.txt","-8.3","92.676095"
"2HC0.pdbqt_result.txt","-9","82.5642882"
"2HPE.pdbqt_result.txt","-8.5","81.9899579"
"2HPF.pdbqt_result.txt","-8.8","82.9662334"
"2HS1.pdbqt_result.txt","-11.8","75.3033149"
"2HS2.pdbqt_result.txt","-10.2","78.1757924"
"2I0A.pdbqt_result.txt","-8.7","81.9615189"
"2I0D.pdbqt_result.txt","-8.5","82.0451813"
"2I4D.pdbqt_result.txt","-8.2","82.6025428"
"2I4U.pdbqt_result.txt","-8.3","81.5309983"
"2I4V.pdbqt_result.txt","-8.5","80.8246651"
"2I4W.pdbqt_result.txt","-8.1","83.3805739"
"2I4X.pdbqt_result.txt","-8.6","81.0838573"
"2IDW.pdbqt_result.txt","-9","79.7458266"
"2IEN.pdbqt_result.txt","-9.4","79.6143028"
"2IEO.pdbqt_result.txt","-8.8","81.9139595"
"2J9K.pdbqt_result.txt","-8.8","79.4807958"
"2JLE.pdbqt_result.txt","-8.3","126.1953889"
"2JLP.pdbqt_result.txt","-7.4","125.0957704"
"2JYL.pdbqt_result.txt","-8.4","78.1557891"
"2MIP.pdbqt_result.txt","-8.1","130.7503238"
"2NMY.pdbqt_result.txt","-8.3","80.5218302"
"2NMZ.pdbqt_result.txt","-12.6","73.1607663"
"2NNK.pdbqt_result.txt","-9.1","82.5302035"
"2NNP.pdbqt_result.txt","-9.1","78.334689"
"2NPH.pdbqt_result.txt","-7.7","78.9117654"
"2NXD.pdbqt_result.txt","-8.2","78.6346787"
"2NXL.pdbqt_result.txt","-8.1","82.2923167"
"2NXM.pdbqt_result.txt","-7.8","83.2030684"
"2O4K.pdbqt_result.txt","-8.8","78.2068329"
"2O4L.pdbqt_result.txt","-10","76.4451085"
"2O4N.pdbqt_result.txt","-7.9","85.1507774"
"2O4P.pdbqt_result.txt","-8","84.11183"
"2O4S.pdbqt_result.txt","-10.7","75.5736451"
"2OH4.pdbqt_result.txt","-11.5","81.0125643"
"2ORX.pdbqt_result.txt","-7.5","83.8237128"
"2ORZ.pdbqt_result.txt","-8.5","86.6530409"
"2P2H.pdbqt_result.txt","-9","80.9743385"
"2P2I.pdbqt_result.txt","-12.3","126.5270184"
"2P3A.pdbqt_result.txt","-9.2","81.967759"
"2P3B.pdbqt_result.txt","-8.2","81.5338218"
"2P3C.pdbqt_result.txt","-8.8","79.2212939"
"2P3D.pdbqt_result.txt","-8.3","81.6018289"
"2PC0.pdbqt_result.txt","-9.1","91.981954"
"2PK5.pdbqt_result.txt","-9.1","76.811332"
"2PK6.pdbqt_result.txt","-8.1","81.8783216"
"2PN8.pdbqt_result.txt","-8.1","146.3240527"
"2PQZ.pdbqt_result.txt","-8.4","80.2483257"
"2PSU.pdbqt_result.txt","-8.8","82.5134149"
"2PSV.pdbqt_result.txt","-9.1","79.7122692"
"2PWC.pdbqt_result.txt","-8.3","79.9478151"
"2PWR.pdbqt_result.txt","-8.5","78.4380648"
"2PYM.pdbqt_result.txt","-8.2","79.0403316"
"2PYN.pdbqt_result.txt","-8.1","78.2591182"
"2Q2L.pdbqt_result.txt","-8.4","102.6658648"
"2Q3K.pdbqt_result.txt","-8.3","80.3229064"
"2Q54.pdbqt_result.txt","-8.2","80.214136"
"2Q55.pdbqt_result.txt","-8.1","79.3767751"
"2Q5K.pdbqt_result.txt","-7.9","80.4453707"
"2Q63.pdbqt_result.txt","-7.8","81.5259101"
"2Q64.pdbqt_result.txt","-7.6","79.2373839"
"2QAK.pdbqt_result.txt","-7.8","81.2928886"
"2QCI.pdbqt_result.txt","-9.2","79.6531014"
"2QD6.pdbqt_result.txt","-9.8","78.7358416"
"2QD7.pdbqt_result.txt","-9.8","81.8198032"
"2QD8.pdbqt_result.txt","-9.6","79.7410039"
"2QHC.pdbqt_result.txt","-7.7","81.0795347"
"2QHY.pdbqt_result.txt","-8.9","82.649059"
"2QHZ.pdbqt_result.txt","-8.7","80.7195158"
"2QI0.pdbqt_result.txt","-8.1","83.1229672"
"2QI1.pdbqt_result.txt","-8.7","84.4412957"
"2QI3.pdbqt_result.txt","-8.9","80.4871899"
"2QI4.pdbqt_result.txt","-8.7","83.4709233"
"2QI5.pdbqt_result.txt","-7.8","83.3714068"
"2QI6.pdbqt_result.txt","-8.7","83.8753134"
"2QI7.pdbqt_result.txt","-8.6","81.7154026"
"2QMP.pdbqt_result.txt","-7.8","81.1383083"
"2QNN.pdbqt_result.txt","-8.5","79.9913338"
"2QNP.pdbqt_result.txt","-8.4","79.1884009"
"2QNQ.pdbqt_result.txt","-8.1","79.4650202"
"2QQI.pdbqt_result.txt","-9.2","82.7578387"
"2QQJ.pdbqt_result.txt","-8.3","81.2764752"
"2QQK.pdbqt_result.txt","-8.3","157.2490865"
"2QQL.pdbqt_result.txt","-8.6","143.2488695"
"2QQM.pdbqt_result.txt","-8.9","88.9428466"
"2QQN.pdbqt_result.txt","-7.4","139.5443293"
"2QQO.pdbqt_result.txt","-8.9","142.6130737"
"2QU5.pdbqt_result.txt","-10","81.4611222"
"2QU6.pdbqt_result.txt","-8.3","124.6200926"
"2R27.pdbqt_result.txt","-7.4","101.8481308"
"2R38.pdbqt_result.txt","-8.8","80.376548"
"2R3T.pdbqt_result.txt","-8.5","79.8590747"
"2R3W.pdbqt_result.txt","-8.5","80.5946156"
"2R43.pdbqt_result.txt","-8.4","79.2725804"
"2R5P.pdbqt_result.txt","-8.1","132.0233204"
"2R5Q.pdbqt_result.txt","-7.9","122.6973204"
"2R8N.pdbqt_result.txt","-8","85.4967352"
"2RF2.pdbqt_result.txt","-9.4","127.4019826"
"2RII.pdbqt_result.txt","-7.6","113.854105"
"2RKF.pdbqt_result.txt","-8.9","80.9203617"
"2RKG.pdbqt_result.txt","-7.9","79.2170066"
"2RKI.pdbqt_result.txt","-10.6","127.8886582"
"2RL5.pdbqt_result.txt","-11.4","79.9687351"
"2SAM.pdbqt_result.txt","-8.9","90.3849766"
"2UPJ.pdbqt_result.txt","-8.1","83.9360171"
"2UXZ.pdbqt_result.txt","-8.6","81.8844464"
"2UY0.pdbqt_result.txt","-8.9","81.2033192"
"2V0A.pdbqt_result.txt","-8.7","96.4688761"
"2V2G.pdbqt_result.txt","-7.9","122.8356681"
"2V32.pdbqt_result.txt","-7.8","123.1884313"
"2V41.pdbqt_result.txt","-6.9","146.0443353"
"2VG5.pdbqt_result.txt","-8.8","132.6579543"
"2VG6.pdbqt_result.txt","-9.5","135.2528078"
"2VG7.pdbqt_result.txt","-8.6","135.9625511"
"2VGH.pdbqt_result.txt","-7.7","80.9161537"
"2VL2.pdbqt_result.txt","-7.4","132.1083998"
"2VL3.pdbqt_result.txt","-7.4","134.2800503"
"2VL9.pdbqt_result.txt","-8.1","131.0511612"
"2VPF.pdbqt_result.txt","-6.6","141.8720365"
"2VR6.pdbqt_result.txt","-8.2","97.782488"
"2VR7.pdbqt_result.txt","-7.7","94.5403532"
"2VR8.pdbqt_result.txt","-8","93.3915726"
"2VWE.pdbqt_result.txt","-6.8","140.6578184"
"2WFC.pdbqt_result.txt","-7","122.2575725"
"2WHH.pdbqt_result.txt","-10.3","77.2849961"
"2WKO.pdbqt_result.txt","-7.6","98.1554349"
"2WKZ.pdbqt_result.txt","-8.5","83.2307502"
"2WL0.pdbqt_result.txt","-8.3","82.3504248"
"2WYT.pdbqt_result.txt","-9.9","88.2396163"
"2WYZ.pdbqt_result.txt","-8","100.7112581"
"2WZ0.pdbqt_result.txt","-7.9","102.2193356"
"2WZ5.pdbqt_result.txt","-8.4","99.4437185"
"2WZ6.pdbqt_result.txt","-7.8","99.0167441"
"2X1W.pdbqt_result.txt","-7.7","138.683231"
"2X1X.pdbqt_result.txt","-7.4","119.0633445"
"2XAC.pdbqt_result.txt","-6.8","106.3742362"
"2XHF.pdbqt_result.txt","-7.7","96.1564197"
"2XIR.pdbqt_result.txt","-12.4","80.7074931"
"2XJH.pdbqt_result.txt","-4.4","134.4746969"
"2XJI.pdbqt_result.txt","-4","110.0129928"
"2XV7.pdbqt_result.txt","-7.1","84.3635811"
"2XYE.pdbqt_result.txt","-8.2","81.2584225"
"2XYF.pdbqt_result.txt","-8.5","83.2402353"
"2YZH.pdbqt_result.txt","-7.9","127.0620579"
"2Z4O.pdbqt_result.txt","-8.7","79.083535"
"2Z54.pdbqt_result.txt","-8.1","81.3693555"
"2Z7U.pdbqt_result.txt","-8","100.4645499"
"2Z7W.pdbqt_result.txt","-7.6","101.8144986"
"2Z7Y.pdbqt_result.txt","-7.8","96.7585098"
"2Z7Z.pdbqt_result.txt","-7.5","102.138005"
"2Z9S.pdbqt_result.txt","-8.1","145.1716478"
"2ZGA.pdbqt_result.txt","-8.2","78.9195351"
"2ZKW.pdbqt_result.txt","-7.5","97.3153798"
"2ZKX.pdbqt_result.txt","-8","124.492376"
"2ZKY.pdbqt_result.txt","-6.7","143.1130181"
"2ZOW.pdbqt_result.txt","-7.6","99.5525"
"3A2O.pdbqt_result.txt","-10.9","75.2146559"
"3A2V.pdbqt_result.txt","-8.9","153.4465105"
"3A2W.pdbqt_result.txt","-7.6","154.7168079"
"3A2X.pdbqt_result.txt","-7.2","153.208084"
"3A5W.pdbqt_result.txt","-6.8","154.0746768"
"3AID.pdbqt_result.txt","-7.9","79.9377132"
"3B7V.pdbqt_result.txt","-9.1","82.9005991"
"3B80.pdbqt_result.txt","-9","81.5276874"
"3B8Q.pdbqt_result.txt","-9.9","122.1487781"
"3B8R.pdbqt_result.txt","-8.6","112.5518235"
"3BC4.pdbqt_result.txt","-7.7","90.9510157"
"3BDY.pdbqt_result.txt","-7.6","124.5250787"
"3BE2.pdbqt_result.txt","-12.2","82.6780301"
"3BGB.pdbqt_result.txt","-8.3","80.3396505"
"3BGC.pdbqt_result.txt","-8.6","81.6875756"
"3BHE.pdbqt_result.txt","-8.3","83.805016"
"3BVA.pdbqt_result.txt","-9.3","82.2821522"
"3BVB.pdbqt_result.txt","-8.8","78.9934519"
"3C1L.pdbqt_result.txt","-8.2","148.1818166"
"3C6T.pdbqt_result.txt","-8.5","134.3658962"
"3C6U.pdbqt_result.txt","-9","126.8710358"
"3C7Q.pdbqt_result.txt","-9.1","80.8534254"
"3CE1.pdbqt_result.txt","-8","89.8859872"
"3CJF.pdbqt_result.txt","-9.1","80.3742628"
"3CJG.pdbqt_result.txt","-9.1","81.1061056"
"3CKT.pdbqt_result.txt","-8.2","83.6028461"
